venta_id,fecha_id,cliente_id,producto_id,orden_id,usuario_id,almacen_id,impuesto_id,cantidad,precio_unitario,subtotal,descuento,impuesto,envio,total,costo_unitario,costo_total,margen,created_at
39371,20231224,1,12,15493,1,1,1,1.0,20.49,20.49,0.0,2.66,0.0,23.15,12.29,12.29,8.19,2026-01-06 04:57:43.082130
39372,20231224,1,5,15493,1,1,1,1.0,37.3,37.3,0.0,4.85,0.0,42.15,22.38,22.38,14.92,2026-01-06 04:57:43.082130
39373,20231224,1,46,5184,1,1,1,1.0,47.58,47.58,0.0,6.19,0.0,53.76,28.55,28.55,19.03,2026-01-06 04:57:43.082130
39374,20231224,1,37,5184,1,1,1,1.0,34.3,34.3,0.0,4.46,0.0,38.76,20.58,20.58,13.72,2026-01-06 04:57:43.082130
39375,20231224,1,33,2414,1,1,1,1.0,25.08,25.08,0.0,3.26,0.0,28.35,15.05,15.05,10.03,2026-01-06 04:57:43.082130
39376,20231224,1,4,2414,1,1,1,1.0,36.35,36.35,0.0,4.73,0.0,41.08,21.81,21.81,14.54,2026-01-06 04:57:43.082130
39377,20231224,1,24,2414,1,1,1,1.0,45.48,45.48,0.0,5.91,0.0,51.39,27.29,27.29,18.19,2026-01-06 04:57:43.082130
39378,20231224,1,63,15933,1,1,1,1.0,29.71,29.71,0.0,3.86,0.0,33.57,17.82,17.82,11.88,2026-01-06 04:57:43.082130
39379,20231224,1,18,15933,1,1,1,1.0,38.95,38.95,0.0,5.06,0.0,44.01,23.37,23.37,15.58,2026-01-06 04:57:43.082130
39380,20240530,1,50,38707,1,1,1,1.0,48.22,48.22,0.0,6.27,0.0,54.49,28.93,28.93,19.29,2026-01-06 04:57:43.082130
39381,20241113,1,53,12644,1,1,1,1.0,45.68,45.68,0.0,5.94,0.0,51.62,27.41,27.41,18.27,2026-01-06 04:57:43.082130
39382,20241208,1,37,12630,1,1,1,1.0,34.8,34.8,0.0,4.52,0.0,39.33,20.88,20.88,13.92,2026-01-06 04:57:43.082130
39383,20241214,1,3,12632,1,1,1,1.0,35.36,35.36,0.0,4.6,0.0,39.95,21.21,21.21,14.14,2026-01-06 04:57:43.082130
39384,20250120,1,62,12645,1,1,1,1.0,48.12,48.12,0.0,6.26,0.0,54.38,28.87,28.87,19.25,2026-01-06 04:57:43.082130
39385,20250120,1,2,12645,1,1,1,1.0,35.66,35.66,0.0,4.64,0.0,40.3,21.4,21.4,14.27,2026-01-06 04:57:43.082130
39386,20240927,1,40,12659,1,1,1,1.0,41.05,41.05,0.0,5.34,0.0,46.39,24.63,24.63,16.42,2026-01-06 04:57:43.082130
39387,20240927,1,36,12659,1,1,1,1.0,16.69,16.69,0.0,2.17,0.0,18.86,10.01,10.01,6.68,2026-01-06 04:57:43.082130
39388,20241224,1,29,12663,1,1,1,1.0,30.66,30.66,0.0,3.99,0.0,34.64,18.4,18.4,12.26,2026-01-06 04:57:43.082130
39389,20241224,1,51,12663,1,1,1,1.0,39.59,39.59,0.0,5.15,0.0,44.74,23.76,23.76,15.84,2026-01-06 04:57:43.082130
39390,20250705,1,39,12649,1,1,1,2.0,32.3,64.6,0.0,8.4,0.0,73.0,19.38,38.76,25.84,2026-01-06 04:57:43.082130
39391,20250326,1,41,12651,1,1,1,1.0,40.71,40.71,0.0,5.29,0.0,46.0,24.42,24.42,16.28,2026-01-06 04:57:43.082130
39392,20251022,1,45,7884,1,1,1,1.0,22.28,22.28,0.0,2.9,0.0,25.17,13.37,13.37,8.91,2026-01-06 04:57:43.082130
39393,20251022,1,2,7884,1,1,1,1.0,34.07,34.07,0.0,4.43,0.0,38.5,20.44,20.44,13.63,2026-01-06 04:57:43.082130
39394,20250326,1,43,12651,1,1,1,1.0,40.26,40.26,0.0,5.23,0.0,45.49,24.15,24.15,16.1,2026-01-06 04:57:43.082130
39395,20250327,1,53,12664,1,1,1,1.0,44.47,44.47,0.0,5.78,0.0,50.25,26.68,26.68,17.79,2026-01-06 04:57:43.082130
39396,20250621,1,8,12656,1,1,1,1.0,30.44,30.44,0.0,3.96,0.0,34.4,18.26,18.26,12.18,2026-01-06 04:57:43.082130
39397,20251022,1,57,7884,1,1,1,1.0,27.21,27.21,0.0,3.54,0.0,30.75,16.33,16.33,10.88,2026-01-06 04:57:43.082130
39398,20251022,1,50,7884,1,1,1,2.0,45.32,90.64,0.0,11.78,0.0,102.42,27.19,54.38,36.26,2026-01-06 04:57:43.082130
39399,20251022,1,34,7884,1,1,1,1.0,36.12,36.12,0.0,4.7,0.0,40.81,21.67,21.67,14.45,2026-01-06 04:57:43.082130
39400,20230510,1,44,33537,1,1,1,1.0,37.61,37.61,0.0,4.89,0.0,42.5,22.57,22.57,15.04,2026-01-06 04:57:43.082130
39401,20230511,1,5,14956,1,1,1,1.0,35.11,35.11,0.0,4.56,0.0,39.67,21.07,21.07,14.04,2026-01-06 04:57:43.082130
39402,20230511,1,61,14956,1,1,1,1.0,46.44,46.44,0.0,6.04,0.0,52.48,27.86,27.86,18.58,2026-01-06 04:57:43.082130
39403,20230511,1,54,7450,1,1,1,1.0,35.6,35.6,0.0,4.63,0.0,40.23,21.36,21.36,14.24,2026-01-06 04:57:43.082130
39404,20230511,1,22,7450,1,1,1,1.0,40.67,40.67,0.0,5.29,0.0,45.95,24.4,24.4,16.27,2026-01-06 04:57:43.082130
39405,20230511,1,48,12484,1,1,1,1.0,32.37,32.37,0.0,4.21,0.0,36.57,19.42,19.42,12.95,2026-01-06 04:57:43.082130
39406,20230511,1,24,12484,1,1,1,1.0,47.26,47.26,0.0,6.14,0.0,53.4,28.35,28.35,18.9,2026-01-06 04:57:43.082130
39407,20231224,1,40,28877,1,1,1,1.0,40.39,40.39,0.0,5.25,0.0,45.64,24.23,24.23,16.16,2026-01-06 04:57:43.082130
39408,20231224,1,49,32570,1,1,1,1.0,27.09,27.09,0.0,3.52,0.0,30.62,16.26,16.26,10.84,2026-01-06 04:57:43.082130
39409,20231224,1,5,13518,1,1,1,1.0,35.79,35.79,0.0,4.65,0.0,40.45,21.48,21.48,14.32,2026-01-06 04:57:43.082130
39410,20231224,1,9,13518,1,1,1,2.0,21.54,43.07,0.0,5.6,0.0,48.67,12.92,25.84,17.23,2026-01-06 04:57:43.082130
39411,20231224,1,56,7382,1,1,1,1.0,48.93,48.93,0.0,6.36,0.0,55.29,29.36,29.36,19.57,2026-01-06 04:57:43.082130
39412,20231224,1,39,7382,1,1,1,1.0,32.54,32.54,0.0,4.23,0.0,36.77,19.52,19.52,13.02,2026-01-06 04:57:43.082130
39413,20240306,1,34,38759,1,1,1,1.0,36.82,36.82,0.0,4.79,0.0,41.6,22.09,22.09,14.73,2026-01-06 04:57:43.082130
39414,20240608,1,12,38740,1,1,1,1.0,20.54,20.54,0.0,2.67,0.0,23.21,12.32,12.32,8.21,2026-01-06 04:57:43.082130
39415,20240624,1,56,38763,1,1,1,1.0,50.24,50.24,0.0,6.53,0.0,56.77,30.14,30.14,20.1,2026-01-06 04:57:43.082130
39416,20240927,1,42,12659,1,1,1,1.0,23.73,23.73,0.0,3.09,0.0,26.82,14.24,14.24,9.49,2026-01-06 04:57:43.082130
39417,20251022,1,58,6550,1,1,1,1.0,36.09,36.09,0.0,4.69,0.0,40.78,21.65,21.65,14.44,2026-01-06 04:57:43.082130
39418,20230207,1,33,12673,1,1,1,1.0,24.75,24.75,0.0,3.22,0.0,27.96,14.85,14.85,9.9,2026-01-06 04:57:43.082130
39419,20230321,1,61,27463,1,1,1,1.0,43.08,43.08,0.0,5.6,0.0,48.68,25.85,25.85,17.23,2026-01-06 04:57:43.082130
39420,20230511,1,45,21976,1,1,1,1.0,23.02,23.02,0.0,2.99,0.0,26.01,13.81,13.81,9.21,2026-01-06 04:57:43.082130
39421,20230511,1,57,21976,1,1,1,2.0,26.84,53.68,0.0,6.98,0.0,60.66,16.1,32.21,21.47,2026-01-06 04:57:43.082130
39422,20230511,1,53,21976,1,1,1,1.0,47.59,47.59,0.0,6.19,0.0,53.78,28.55,28.55,19.04,2026-01-06 04:57:43.082130
39423,20230511,1,6,21976,1,1,1,1.0,38.72,38.72,0.0,5.03,0.0,43.75,23.23,23.23,15.49,2026-01-06 04:57:43.082130
39424,20230511,1,8,27737,1,1,1,1.0,31.21,31.21,0.0,4.06,0.0,35.27,18.73,18.73,12.48,2026-01-06 04:57:43.082130
39425,20230819,1,1,12869,1,1,1,1.0,20.79,20.79,0.0,2.7,0.0,23.49,12.47,12.47,8.31,2026-01-06 04:57:43.082130
39426,20230819,1,58,12869,1,1,1,1.0,32.99,32.99,0.0,4.29,0.0,37.28,19.79,19.79,13.2,2026-01-06 04:57:43.082130
39427,20231125,1,35,12682,1,1,1,1.0,48.3,48.3,0.0,6.28,0.0,54.58,28.98,28.98,19.32,2026-01-06 04:57:43.082130
39428,20231224,1,13,7382,1,1,1,1.0,29.47,29.47,0.0,3.83,0.0,33.3,17.68,17.68,11.79,2026-01-06 04:57:43.082130
39429,20231224,1,45,34464,1,1,1,1.0,23.81,23.81,0.0,3.09,0.0,26.9,14.28,14.28,9.52,2026-01-06 04:57:43.082130
39430,20231224,1,22,33563,1,1,1,1.0,44.31,44.31,0.0,5.76,0.0,50.07,26.58,26.58,17.72,2026-01-06 04:57:43.082130
39431,20231224,1,30,117,1,1,1,1.0,34.52,34.52,0.0,4.49,0.0,39.01,20.71,20.71,13.81,2026-01-06 04:57:43.082130
39432,20231224,1,4,117,1,1,1,1.0,36.68,36.68,0.0,4.77,0.0,41.44,22.01,22.01,14.67,2026-01-06 04:57:43.082130
39433,20231224,1,26,39815,1,1,1,1.0,40.0,40.0,0.0,5.2,0.0,45.2,24.0,24.0,16.0,2026-01-06 04:57:43.082130
39434,20231224,1,45,2492,1,1,1,2.0,23.54,47.08,0.0,6.12,0.0,53.2,14.12,28.25,18.83,2026-01-06 04:57:43.082130
39435,20240619,1,33,12677,1,1,1,1.0,24.53,24.53,0.0,3.19,0.0,27.72,14.72,14.72,9.81,2026-01-06 04:57:43.082130
39436,20240619,1,42,12677,1,1,1,1.0,22.39,22.39,0.0,2.91,0.0,25.31,13.44,13.44,8.96,2026-01-06 04:57:43.082130
39437,20240902,1,44,12670,1,1,1,1.0,37.5,37.5,0.0,4.87,0.0,42.37,22.5,22.5,15.0,2026-01-06 04:57:43.082130
39438,20240902,1,29,12670,1,1,1,1.0,29.61,29.61,0.0,3.85,0.0,33.46,17.76,17.76,11.84,2026-01-06 04:57:43.082130
39439,20241203,1,34,38750,1,1,1,1.0,34.55,34.55,0.0,4.49,0.0,39.04,20.73,20.73,13.82,2026-01-06 04:57:43.082130
39440,20241203,1,27,38750,1,1,1,1.0,34.27,34.27,0.0,4.45,0.0,38.72,20.56,20.56,13.71,2026-01-06 04:57:43.082130
39441,20250315,1,63,12675,1,1,1,1.0,27.79,27.79,0.0,3.61,0.0,31.4,16.67,16.67,11.12,2026-01-06 04:57:43.082130
39442,20251023,1,19,3157,1,1,1,1.0,39.44,39.44,0.0,5.13,0.0,44.56,23.66,23.66,15.77,2026-01-06 04:57:43.082130
39443,20251023,1,55,3157,1,1,1,1.0,30.93,30.93,0.0,4.02,0.0,34.96,18.56,18.56,12.37,2026-01-06 04:57:43.082130
39444,20230511,1,8,27754,1,1,1,1.0,30.78,30.78,0.0,4.0,0.0,34.78,18.47,18.47,12.31,2026-01-06 04:57:43.082130
39445,20230511,1,13,25944,1,1,1,1.0,27.59,27.59,0.0,3.59,0.0,31.18,16.55,16.55,11.04,2026-01-06 04:57:43.082130
39446,20230511,1,13,12799,1,1,1,1.0,27.14,27.14,0.0,3.53,0.0,30.67,16.29,16.29,10.86,2026-01-06 04:57:43.082130
39447,20230819,1,43,4292,1,1,1,1.0,37.89,37.89,0.0,4.93,0.0,42.81,22.73,22.73,15.15,2026-01-06 04:57:43.082130
39448,20231209,1,56,12698,1,1,1,1.0,48.73,48.73,0.0,6.33,0.0,55.06,29.24,29.24,19.49,2026-01-06 04:57:43.082130
39449,20231224,1,63,36451,1,1,1,1.0,27.38,27.38,0.0,3.56,0.0,30.94,16.43,16.43,10.95,2026-01-06 04:57:43.082130
39450,20231224,1,59,35879,1,1,1,1.0,38.13,38.13,0.0,4.96,0.0,43.08,22.88,22.88,15.25,2026-01-06 04:57:43.082130
39451,20231224,1,27,19437,1,1,1,1.0,33.08,33.08,0.0,4.3,0.0,37.38,19.85,19.85,13.23,2026-01-06 04:57:43.082130
39452,20231224,1,21,19437,1,1,1,1.0,26.42,26.42,0.0,3.44,0.0,29.86,15.85,15.85,10.57,2026-01-06 04:57:43.082130
39453,20231224,1,32,19437,1,1,1,1.0,35.43,35.43,0.0,4.61,0.0,40.04,21.26,21.26,14.17,2026-01-06 04:57:43.082130
39454,20240204,1,20,12687,1,1,1,1.0,31.34,31.34,0.0,4.07,0.0,35.41,18.8,18.8,12.54,2026-01-06 04:57:43.082130
39455,20240204,1,45,12687,1,1,1,1.0,24.8,24.8,0.0,3.22,0.0,28.02,14.88,14.88,9.92,2026-01-06 04:57:43.082130
39456,20240204,1,56,12687,1,1,1,1.0,48.05,48.05,0.0,6.25,0.0,54.3,28.83,28.83,19.22,2026-01-06 04:57:43.082130
39457,20240721,1,2,38762,1,1,1,1.0,34.86,34.86,0.0,4.53,0.0,39.39,20.91,20.91,13.94,2026-01-06 04:57:43.082130
39458,20240721,1,26,38762,1,1,1,1.0,41.11,41.11,0.0,5.34,0.0,46.45,24.66,24.66,16.44,2026-01-06 04:57:43.082130
39459,20240727,1,47,33703,1,1,1,1.0,33.71,33.71,0.0,4.38,0.0,38.09,20.23,20.23,13.48,2026-01-06 04:57:43.082130
39460,20240727,1,49,33703,1,1,1,1.0,28.52,28.52,0.0,3.71,0.0,32.23,17.11,17.11,11.41,2026-01-06 04:57:43.082130
39461,20240727,1,20,20092,1,1,1,1.0,29.09,29.09,0.0,3.78,0.0,32.87,17.45,17.45,11.64,2026-01-06 04:57:43.082130
39462,20241205,1,33,39120,1,1,1,1.0,25.19,25.19,0.0,3.27,0.0,28.46,15.11,15.11,10.08,2026-01-06 04:57:43.082130
39463,20241205,1,30,39120,1,1,1,1.0,31.92,31.92,0.0,4.15,0.0,36.06,19.15,19.15,12.77,2026-01-06 04:57:43.082130
39464,20241205,1,31,21594,1,1,1,1.0,21.82,21.82,0.0,2.84,0.0,24.65,13.09,13.09,8.73,2026-01-06 04:57:43.082130
39465,20241215,1,5,38744,1,1,1,1.0,36.24,36.24,0.0,4.71,0.0,40.95,21.74,21.74,14.49,2026-01-06 04:57:43.082130
39466,20241215,1,17,38744,1,1,1,1.0,34.86,34.86,0.0,4.53,0.0,39.39,20.91,20.91,13.94,2026-01-06 04:57:43.082130
39467,20250124,1,13,24805,1,1,1,1.0,26.73,26.73,0.0,3.47,0.0,30.2,16.04,16.04,10.69,2026-01-06 04:57:43.082130
39468,20250124,1,41,24805,1,1,1,1.0,39.8,39.8,0.0,5.17,0.0,44.98,23.88,23.88,15.92,2026-01-06 04:57:43.082130
39469,20250124,1,15,6977,1,1,1,1.0,26.3,26.3,0.0,3.42,0.0,29.72,15.78,15.78,10.52,2026-01-06 04:57:43.082130
39470,20250723,1,27,12721,1,1,1,1.0,31.26,31.26,0.0,4.06,0.0,35.33,18.76,18.76,12.51,2026-01-06 04:57:43.082130
39471,20250723,1,46,12721,1,1,1,1.0,45.0,45.0,0.0,5.85,0.0,50.85,27.0,27.0,18.0,2026-01-06 04:57:43.082130
39472,20230511,1,17,12799,1,1,1,1.0,34.98,34.98,0.0,4.55,0.0,39.52,20.99,20.99,13.99,2026-01-06 04:57:43.082130
39473,20230511,1,12,12799,1,1,1,1.0,21.04,21.04,0.0,2.74,0.0,23.78,12.63,12.63,8.42,2026-01-06 04:57:43.082130
39474,20230511,1,5,12799,1,1,1,1.0,38.02,38.02,0.0,4.94,0.0,42.96,22.81,22.81,15.21,2026-01-06 04:57:43.082130
39475,20251023,1,35,13962,1,1,1,1.0,53.33,53.33,0.0,6.93,0.0,60.27,32.0,32.0,21.33,2026-01-06 04:57:43.082130
39476,20230511,1,26,21587,1,1,1,1.0,41.04,41.04,0.0,5.34,0.0,46.38,24.63,24.63,16.42,2026-01-06 04:57:43.082130
39477,20230511,1,46,21587,1,1,1,2.0,41.1,82.19,0.0,10.68,0.0,92.88,24.66,49.31,32.88,2026-01-06 04:57:43.082130
39478,20230511,1,12,26181,1,1,1,1.0,22.69,22.69,0.0,2.95,0.0,25.63,13.61,13.61,9.07,2026-01-06 04:57:43.082130
39479,20230511,1,40,26181,1,1,1,1.0,41.5,41.5,0.0,5.39,0.0,46.89,24.9,24.9,16.6,2026-01-06 04:57:43.082130
39480,20230819,1,19,13599,1,1,1,1.0,40.79,40.79,0.0,5.3,0.0,46.09,24.47,24.47,16.31,2026-01-06 04:57:43.082130
39481,20230819,1,18,11364,1,1,1,1.0,38.99,38.99,0.0,5.07,0.0,44.06,23.39,23.39,15.6,2026-01-06 04:57:43.082130
39482,20231224,1,58,27762,1,1,1,1.0,35.46,35.46,0.0,4.61,0.0,40.07,21.27,21.27,14.18,2026-01-06 04:57:43.082130
39483,20231224,1,48,11540,1,1,1,2.0,36.49,72.99,0.0,9.49,0.0,82.48,21.9,43.79,29.2,2026-01-06 04:57:43.082130
39484,20231224,1,45,4376,1,1,1,1.0,24.33,24.33,0.0,3.16,0.0,27.49,14.6,14.6,9.73,2026-01-06 04:57:43.082130
39485,20231224,1,44,12493,1,1,1,1.0,39.04,39.04,0.0,5.08,0.0,44.12,23.42,23.42,15.62,2026-01-06 04:57:43.082130
39486,20231224,1,11,12493,1,1,1,1.0,31.94,31.94,0.0,4.15,0.0,36.09,19.16,19.16,12.77,2026-01-06 04:57:43.082130
39487,20240703,1,36,12717,1,1,1,1.0,16.45,16.45,0.0,2.14,0.0,18.58,9.87,9.87,6.58,2026-01-06 04:57:43.082130
39488,20240727,1,44,39583,1,1,1,1.0,38.9,38.9,0.0,5.06,0.0,43.96,23.34,23.34,15.56,2026-01-06 04:57:43.082130
39489,20241205,1,34,21594,1,1,1,1.0,35.86,35.86,0.0,4.66,0.0,40.52,21.52,21.52,14.35,2026-01-06 04:57:43.082130
39490,20250115,1,42,38768,1,1,1,1.0,21.37,21.37,0.0,2.78,0.0,24.15,12.82,12.82,8.55,2026-01-06 04:57:43.082130
39491,20250312,1,9,38794,1,1,1,1.0,22.08,22.08,0.0,2.87,0.0,24.95,13.25,13.25,8.83,2026-01-06 04:57:43.082130
39492,20251023,1,22,19615,1,1,1,1.0,43.18,43.18,0.0,5.61,0.0,48.8,25.91,25.91,17.27,2026-01-06 04:57:43.082130
39493,20251130,1,6,12729,1,1,1,1.0,40.21,40.21,0.0,5.23,0.0,45.44,24.13,24.13,16.08,2026-01-06 04:57:43.082130
39494,20230319,1,33,13781,1,1,1,1.0,27.0,27.0,0.0,3.51,0.0,30.51,16.2,16.2,10.8,2026-01-06 04:57:43.082130
39495,20230321,1,21,27463,1,1,1,1.0,28.37,28.37,0.0,3.69,0.0,32.06,17.02,17.02,11.35,2026-01-06 04:57:43.082130
39496,20230321,1,18,27463,1,1,1,1.0,38.32,38.32,0.0,4.98,0.0,43.31,22.99,22.99,15.33,2026-01-06 04:57:43.082130
39497,20230511,1,18,390,1,1,1,1.0,40.44,40.44,0.0,5.26,0.0,45.7,24.27,24.27,16.18,2026-01-06 04:57:43.082130
39498,20230511,1,39,390,1,1,1,1.0,31.42,31.42,0.0,4.08,0.0,35.5,18.85,18.85,12.57,2026-01-06 04:57:43.082130
39499,20230511,1,34,41203,1,1,1,1.0,35.0,35.0,0.0,4.55,0.0,39.55,21.0,21.0,14.0,2026-01-06 04:57:43.082130
39500,20230819,1,35,11364,1,1,1,1.0,49.83,49.83,0.0,6.48,0.0,56.31,29.9,29.9,19.93,2026-01-06 04:57:43.082130
39501,20231123,1,11,12724,1,1,1,2.0,30.84,61.67,0.0,8.02,0.0,69.69,18.5,37.0,24.67,2026-01-06 04:57:43.082130
39502,20231213,1,38,38792,1,1,1,1.0,37.51,37.51,0.0,4.88,0.0,42.39,22.51,22.51,15.0,2026-01-06 04:57:43.082130
39503,20231213,1,22,38792,1,1,1,1.0,42.94,42.94,0.0,5.58,0.0,48.53,25.77,25.77,17.18,2026-01-06 04:57:43.082130
39504,20231224,1,55,12493,1,1,1,1.0,33.63,33.63,0.0,4.37,0.0,38.01,20.18,20.18,13.45,2026-01-06 04:57:43.082130
39505,20240428,1,12,38785,1,1,1,1.0,19.99,19.99,0.0,2.6,0.0,22.59,11.99,11.99,8.0,2026-01-06 04:57:43.082130
39506,20240520,1,32,12734,1,1,1,1.0,37.15,37.15,0.0,4.83,0.0,41.98,22.29,22.29,14.86,2026-01-06 04:57:43.082130
39507,20240727,1,22,26308,1,1,1,1.0,40.79,40.79,0.0,5.3,0.0,46.1,24.48,24.48,16.32,2026-01-06 04:57:43.082130
39508,20240727,1,26,26308,1,1,1,1.0,37.55,37.55,0.0,4.88,0.0,42.43,22.53,22.53,15.02,2026-01-06 04:57:43.082130
39509,20250606,1,64,12725,1,1,1,1.0,27.95,27.95,0.0,3.63,0.0,31.58,16.77,16.77,11.18,2026-01-06 04:57:43.082130
39510,20250703,1,26,13799,1,1,1,1.0,41.5,41.5,0.0,5.4,0.0,46.9,24.9,24.9,16.6,2026-01-06 04:57:43.082130
39511,20250815,1,40,13792,1,1,1,1.0,38.73,38.73,0.0,5.04,0.0,43.77,23.24,23.24,15.49,2026-01-06 04:57:43.082130
39512,20230321,1,29,18533,1,1,1,1.0,30.07,30.07,0.0,3.91,0.0,33.98,18.04,18.04,12.03,2026-01-06 04:57:43.082130
39513,20230321,1,6,18533,1,1,1,1.0,39.91,39.91,0.0,5.19,0.0,45.1,23.95,23.95,15.97,2026-01-06 04:57:43.082130
39514,20230321,1,20,18533,1,1,1,1.0,31.03,31.03,0.0,4.03,0.0,35.06,18.62,18.62,12.41,2026-01-06 04:57:43.082130
39515,20230321,1,12,28806,1,1,1,1.0,22.66,22.66,0.0,2.95,0.0,25.6,13.6,13.6,9.06,2026-01-06 04:57:43.082130
39516,20230321,1,3,24770,1,1,1,1.0,35.0,35.0,0.0,4.55,0.0,39.55,21.0,21.0,14.0,2026-01-06 04:57:43.082130
39517,20240311,1,50,13791,1,1,1,1.0,51.23,51.23,0.0,6.66,0.0,57.89,30.74,30.74,20.49,2026-01-06 04:57:43.082130
39518,20241129,1,46,13794,1,1,1,1.0,43.4,43.4,0.0,5.64,0.0,49.05,26.04,26.04,17.36,2026-01-06 04:57:43.082130
39519,20241205,1,55,11298,1,1,1,1.0,32.86,32.86,0.0,4.27,0.0,37.13,19.71,19.71,13.14,2026-01-06 04:57:43.082130
39520,20241205,1,5,11298,1,1,1,1.0,36.3,36.3,0.0,4.72,0.0,41.02,21.78,21.78,14.52,2026-01-06 04:57:43.082130
39521,20241205,1,21,11298,1,1,1,1.0,28.09,28.09,0.0,3.65,0.0,31.74,16.85,16.85,11.24,2026-01-06 04:57:43.082130
39522,20241205,1,50,33530,1,1,1,1.0,48.51,48.51,0.0,6.31,0.0,54.82,29.11,29.11,19.41,2026-01-06 04:57:43.082130
39523,20250124,1,35,6977,1,1,1,1.0,54.57,54.57,0.0,7.09,0.0,61.67,32.74,32.74,21.83,2026-01-06 04:57:43.082130
39524,20250124,1,27,6977,1,1,1,1.0,31.13,31.13,0.0,4.05,0.0,35.18,18.68,18.68,12.45,2026-01-06 04:57:43.082130
39525,20250124,1,6,6977,1,1,1,1.0,35.56,35.56,0.0,4.62,0.0,40.18,21.33,21.33,14.22,2026-01-06 04:57:43.082130
39526,20251023,1,33,10586,1,1,1,1.0,25.44,25.44,0.0,3.31,0.0,28.75,15.26,15.26,10.18,2026-01-06 04:57:43.082130
39527,20251023,1,31,10586,1,1,1,1.0,22.03,22.03,0.0,2.86,0.0,24.89,13.22,13.22,8.81,2026-01-06 04:57:43.082130
39528,20251023,1,34,277,1,1,1,1.0,35.48,35.48,0.0,4.61,0.0,40.1,21.29,21.29,14.19,2026-01-06 04:57:43.082130
39529,20251023,1,36,277,1,1,1,1.0,16.48,16.48,0.0,2.14,0.0,18.62,9.89,9.89,6.59,2026-01-06 04:57:43.082130
39530,20251023,1,9,41889,1,1,1,1.0,21.42,21.42,0.0,2.78,0.0,24.2,12.85,12.85,8.57,2026-01-06 04:57:43.082130
39531,20251023,1,55,7846,1,1,1,1.0,33.35,33.35,0.0,4.34,0.0,37.68,20.01,20.01,13.34,2026-01-06 04:57:43.082130
39532,20230511,1,18,41203,1,1,1,1.0,36.71,36.71,0.0,4.77,0.0,41.48,22.02,22.02,14.68,2026-01-06 04:57:43.082130
39533,20230511,1,24,26365,1,1,1,2.0,43.07,86.15,0.0,11.2,0.0,97.35,25.84,51.69,34.46,2026-01-06 04:57:43.082130
39534,20230511,1,49,11938,1,1,1,1.0,25.48,25.48,0.0,3.31,0.0,28.79,15.29,15.29,10.19,2026-01-06 04:57:43.082130
39535,20230819,1,59,5350,1,1,1,1.0,39.49,39.49,0.0,5.13,0.0,44.62,23.69,23.69,15.79,2026-01-06 04:57:43.082130
39536,20231224,1,61,26941,1,1,1,1.0,43.27,43.27,0.0,5.63,0.0,48.9,25.96,25.96,17.31,2026-01-06 04:57:43.082130
39537,20231224,1,22,26941,1,1,1,1.0,41.86,41.86,0.0,5.44,0.0,47.3,25.12,25.12,16.74,2026-01-06 04:57:43.082130
39538,20231224,1,12,32594,1,1,1,1.0,21.12,21.12,0.0,2.75,0.0,23.86,12.67,12.67,8.45,2026-01-06 04:57:43.082130
39539,20231224,1,42,28378,1,1,1,2.0,23.59,47.18,0.0,6.13,0.0,53.31,14.15,28.31,18.87,2026-01-06 04:57:43.082130
39540,20240702,1,8,13807,1,1,1,1.0,30.25,30.25,0.0,3.93,0.0,34.18,18.15,18.15,12.1,2026-01-06 04:57:43.082130
39541,20240819,1,35,38777,1,1,1,1.0,52.83,52.83,0.0,6.87,0.0,59.7,31.7,31.7,21.13,2026-01-06 04:57:43.082130
39542,20240819,1,47,38777,1,1,1,1.0,35.4,35.4,0.0,4.6,0.0,40.0,21.24,21.24,14.16,2026-01-06 04:57:43.082130
39543,20241009,1,19,13823,1,1,1,1.0,40.79,40.79,0.0,5.3,0.0,46.09,24.47,24.47,16.32,2026-01-06 04:57:43.082130
39544,20241129,1,61,38770,1,1,1,1.0,47.89,47.89,0.0,6.23,0.0,54.11,28.73,28.73,19.16,2026-01-06 04:57:43.082130
39545,20241209,1,1,38793,1,1,1,1.0,20.4,20.4,0.0,2.65,0.0,23.05,12.24,12.24,8.16,2026-01-06 04:57:43.082130
39546,20241209,1,5,38793,1,1,1,1.0,39.45,39.45,0.0,5.13,0.0,44.58,23.67,23.67,15.78,2026-01-06 04:57:43.082130
39547,20241211,1,5,38782,1,1,1,1.0,35.84,35.84,0.0,4.66,0.0,40.5,21.5,21.5,14.34,2026-01-06 04:57:43.082130
39548,20250124,1,15,7400,1,1,1,1.0,27.23,27.23,0.0,3.54,0.0,30.77,16.34,16.34,10.89,2026-01-06 04:57:43.082130
39549,20250421,1,13,13806,1,1,1,1.0,26.99,26.99,0.0,3.51,0.0,30.5,16.19,16.19,10.8,2026-01-06 04:57:43.082130
39550,20250421,1,36,13806,1,1,1,1.0,16.84,16.84,0.0,2.19,0.0,19.03,10.1,10.1,6.74,2026-01-06 04:57:43.082130
39551,20250518,1,50,13815,1,1,1,1.0,49.22,49.22,0.0,6.4,0.0,55.61,29.53,29.53,19.69,2026-01-06 04:57:43.082130
39552,20251023,1,25,7846,1,1,1,1.0,48.14,48.14,0.0,6.26,0.0,54.4,28.89,28.89,19.26,2026-01-06 04:57:43.082130
39553,20230511,1,32,11938,1,1,1,1.0,38.56,38.56,0.0,5.01,0.0,43.57,23.13,23.13,15.42,2026-01-06 04:57:43.082130
